id,title,creator,source,media_type,quality_grade,access_status,topics,url
PA-0258,Blender Tutorial - Pixel Art with Dithering (Graduated Shadows),Point Cloud,YouTube,video,B,full-caption,调色板与明度 | 光照与体积 | 构图与尺度 | 材质与纹理,https://www.youtube.com/watch?v=sHwd_TU47dg
PA-0259,BLOCKBENCH for BEGINNERS - How to make Seamless Textures,MoreByKev,YouTube,video,B,full-caption,材质与纹理 | 调色板与明度 | 人物与角色 | 图块与地形,https://www.youtube.com/watch?v=T6XJ7FZ5s_w
PA-0260,Bones + Run Cycle in ToonSquid: Quick Guide,Shake my art,YouTube,video,B,full-caption,动画 | 人物与角色 | 工具与导出 | 构图与尺度,https://www.youtube.com/watch?v=45iTzZ0tjiE
PA-0261,Boost your pixel art by mastering vanishing-point perspective,Pixel Principles,YouTube,video,B,full-caption,场景与透视 | 构图与尺度 | 光照与体积 | 人物与角色,https://www.youtube.com/watch?v=uug1MuOTiaY
PA-0262,Build Your Levels Faster With Godot's Tilemap System | Platformer Tutorial #3,MakerTech,YouTube,video,B,full-caption,图块与地形 | 工具与导出 | 场景与透视,https://www.youtube.com/watch?v=sbv35boXqac
PA-0263,CHARACTER & ANIMATION Top down RPG (Pixel Art Tutorial),MortMort,YouTube,video,B,full-caption,人物与角色 | 动画 | 调色板与明度 | 光照与体积,https://www.youtube.com/watch?v=GUEVPYlv474
PA-0264,Character Design Tips for Pixel Art Beginners,Robinson Pixels,YouTube,video,B,full-caption,人物与角色 | 调色板与明度 | 光照与体积 | 动画,https://www.youtube.com/watch?v=aBdML6sr3wI
PA-0265,Color Quantization and Dithering,Acerola,YouTube,video,B,full-caption,调色板与明度 | 场景与透视 | 抗锯齿与抖动 | 构图与尺度,https://www.youtube.com/watch?v=8wOUe32Pt-E
PA-0266,Color theory explained,pikat,YouTube,video,B,full-caption,调色板与明度 | 场景与透视 | 光照与体积 | 材质与纹理,https://www.youtube.com/watch?v=akVAWghc_KE
PA-0267,Comic Strip Effect in Pixelmator,Vavu Reviews,YouTube,video,B,full-caption,调色板与明度 | 工具与导出 | 轮廓与像素簇 | 人物与角色,https://www.youtube.com/watch?v=zDRBAOxRyrI
PA-0268,Como fazer anti-aliasing (tutorial pixel art),Como fazer pixel art,YouTube,video,B,full-caption,抗锯齿与抖动 | 调色板与明度 | 光照与体积 | 场景与透视,https://www.youtube.com/watch?v=5xGucaFO7Co
PA-0269,COMPLEX pixel art ATTACK animation tutorial,Penusbmic,YouTube,video,B,full-caption,动画 | 工具与导出 | 调色板与明度 | 光照与体积,https://www.youtube.com/watch?v=qODPK9kf-h4
PA-0270,Constructing Lines and Curves in Pixel Art (Tutorial),Brandon James Greer,YouTube,video,B,full-caption,轮廓与像素簇 | 人物与角色 | 工具与导出 | 材质与纹理,https://www.youtube.com/watch?v=ye21r27kN9I
PA-0271,Contrast Art Class Part 1,Constrast Art Group,YouTube,video,B,full-caption,调色板与明度 | 场景与透视,https://www.youtube.com/watch?v=4CS3PyBMZkk
PA-0272,Convert Vector Graphics to Pixel Art in Adobe Illustrator,Vector Art Academy | Illustrator Tutorials by Kat,YouTube,video,B,full-caption,调色板与明度 | 场景与透视 | 工具与导出 | 轮廓与像素簇,https://www.youtube.com/watch?v=HIOhyawNYTU
PA-0273,Cozy Bakery by the Harbour | Pixel Art Timelapse,Brandon James Greer,YouTube,video,B,full-caption,调色板与明度 | 场景与透视 | 动画 | 光照与体积,https://www.youtube.com/watch?v=LMp_qS7s-ME
PA-0274,Crafting a Better Shader for Pixel Art Upscaling,t3ssel8r,YouTube,video,B,full-caption,材质与纹理 | 调色板与明度 | 构图与尺度 | 场景与透视,https://www.youtube.com/watch?v=d6tp43wZqps
PA-0275,Crea una IDLE ANIMATION en PIXEL ART | Curso de ANIMACIONES PIXEL ART - ep1,Nico Pardo,YouTube,video,B,full-caption,动画 | 人物与角色 | 工具与导出 | 调色板与明度,https://www.youtube.com/watch?v=YRZ-IU5l10k
PA-0276,Create 8 Bit Pixel Art in After Effects | PremiumBeat.com,PremiumBeat by Shutterstock,YouTube,video,B,full-caption,调色板与明度 | 构图与尺度 | 工具与导出 | 动画,https://www.youtube.com/watch?v=raNGXDAfIZw
PA-0277,Create A 3D Pixel Art House - Blender,ThatOneUnityDev,YouTube,video,B,full-caption,调色板与明度 | 材质与纹理 | 光照与体积 | 人物与角色,https://www.youtube.com/watch?v=zCLORHfzJG4
PA-0278,Create a FAST walk cycle for a SMALL character /// Learning Pixel Art No.7,Lucky Jacob,YouTube,video,B,full-caption,人物与角色 | 动画,https://www.youtube.com/watch?v=wrmMPnXePfw
PA-0279,Create a Pixel Art Character using AI! (IT'S ACTUALLY GOOD),Nikola,YouTube,video,B,full-caption,动画 | 人物与角色 | 调色板与明度 | 工具与导出,https://www.youtube.com/watch?v=rvkiN2k2d7g
PA-0280,Create a pixel texture! - Stardew Valley Tileset Tutorial #1,Designs,YouTube / Lospec curated,video,A,full-caption,材质与纹理 | 场景与透视 | 调色板与明度 | 光照与体积,https://www.youtube.com/watch?v=Q5bq-rUFrmE
PA-0281,Create and Upload Your First Pixel Art Asset in 7 Minutes (Full Guide),ItsMalkas,YouTube,video,B,full-caption,调色板与明度 | 人物与角色 | 动画 | 工具与导出,https://www.youtube.com/watch?v=OQUcmtzvta0
PA-0282,Create Animated Pixel Visualizers / Music Videos / Animations Pokemon Style | Adobe Ps / Ae Tutorial,Max Novak,YouTube,video,B,full-caption,工具与导出 | 人物与角色 | 动画 | 场景与透视,https://www.youtube.com/watch?v=ZNBILpF1j-0
PA-0283,Create custom colorful fonts for your games,Voycawojka,YouTube,video,B,full-caption,人物与角色 | 工具与导出 | 场景与透视 | 调色板与明度,https://www.youtube.com/watch?v=cmwSS-oLLBo
PA-0284,Create Grass Sprites in under 5 seconds! (OnSprite Tutorial),onsprite,YouTube,video,B,full-caption,场景与透视 | 调色板与明度 | 人物与角色 | 光照与体积,https://www.youtube.com/watch?v=dLl683PhCQg
PA-0285,"Create Pixel Art Characters - Easy, Beginner Tutorial!",Megahertzs,YouTube,video,B,full-caption,工具与导出 | 调色板与明度 | 人物与角色 | 光照与体积,https://www.youtube.com/watch?v=OGHaU35w3MU
PA-0286,Create Pixel Art In Inkscape,Logos By Nick,YouTube,video,B,full-caption,调色板与明度 | 光照与体积 | 轮廓与像素簇 | 场景与透视,https://www.youtube.com/watch?v=d9EHPNLt4xo
PA-0287,Creating 3D Lighting for my 2D Game,JohnBrx,YouTube,video,B,full-caption,人物与角色 | 光照与体积 | 场景与透视 | 材质与纹理,https://www.youtube.com/watch?v=UavoVWHrebM
PA-0288,"Creating 4-Color Pixel Art Palettes, inspired by the SUPER GAMEBOY!",Brandon James Greer,YouTube,video,B,full-caption,调色板与明度 | 工具与导出 | 构图与尺度 | 人物与角色,https://www.youtube.com/watch?v=PdXpUIATzO0
PA-0289,Creating A Pixel Art Font in Libresprite,TutsByKai,YouTube,video,B,full-caption,调色板与明度 | 人物与角色 | 轮廓与像素簇 | 抗锯齿与抖动,https://www.youtube.com/watch?v=SAviNE6P12k
PA-0290,Creating Abstract Pixel Art Patterns in Aseprite | TutsByKai,TutsByKai,YouTube,video,B,full-caption,调色板与明度 | 工具与导出 | 场景与透视 | 材质与纹理,https://www.youtube.com/watch?v=rmOepaXcVdk
PA-0291,Creating Animated Pixelart Water - Aseprite Tutorial,TutsByKai,YouTube,video,B,full-caption,动画 | 场景与透视 | 调色板与明度 | 工具与导出,https://www.youtube.com/watch?v=_iADGsjkLY8
PA-0292,Creating Character Animations! | Pixel Art Tutorial,Mochibeans,YouTube,video,B,full-caption,动画 | 人物与角色 | 光照与体积 | 调色板与明度,https://www.youtube.com/watch?v=f5TBfNnObUQ
PA-0293,Creating Pixel Art Clothing - Aseprite Tutorial,TutsByKai,YouTube,video,B,full-caption,调色板与明度 | 工具与导出 | 光照与体积 | 构图与尺度,https://www.youtube.com/watch?v=_3_78Tr4Uoo
PA-0294,Creating Pixel Art from an Object (Sizing Tips!),Brandon James Greer,YouTube,video,B,full-caption,光照与体积 | 场景与透视 | 轮廓与像素簇 | 构图与尺度,https://www.youtube.com/watch?v=PtYoLFKkgoQ
PA-0295,Custom Pixel Typography Tutorial in Photoshop,Collect & Contrast,YouTube,video,B,full-caption,工具与导出 | 调色板与明度 | 场景与透视 | 构图与尺度,https://www.youtube.com/watch?v=nZ8eG3crocA
PA-0296,Custom Thumbnails Without the Designer Price Tag,Paigon Davis,YouTube,video,B,full-caption,工具与导出 | 构图与尺度 | 调色板与明度 | 光照与体积,https://www.youtube.com/watch?v=QcfQuTLO54I
PA-0297,Cómo animar un idle FÁCIL de esqueleto en pixel art (tutorial paso a paso),Bloody Mari Bitz,YouTube,video,B,full-caption,动画 | 人物与角色 | 轮廓与像素簇 | 调色板与明度,https://www.youtube.com/watch?v=9O5b99IoRuE
PA-0298,Diagonal Autotiles in Godot 3.5 - TilePipe Tutorial - Let's Pixel It! with Echo,Echo in a Void,YouTube,video,B,full-caption,图块与地形 | 工具与导出 | 场景与透视 | 材质与纹理,https://www.youtube.com/watch?v=6YWbSjnG4oI
PA-0299,Dithering and Anti-aliasing Pixel Art,mishmash manifesto,YouTube,video,B,full-caption,光照与体积 | 调色板与明度 | 抗锯齿与抖动,https://www.youtube.com/watch?v=0zAxE8WeiGY
PA-0300,Dithering and pixel art - Tutorial,Armitage Games,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 场景与透视 | 抗锯齿与抖动 | 人物与角色,https://www.youtube.com/watch?v=P_DifkmhD5E
PA-0301,Dithering: How to Create Linear Gradients with Pixel Art,PXLFLX,YouTube / Lospec curated,video,A,full-caption,工具与导出 | 场景与透视,https://www.youtube.com/watch?v=QTCBpSOAvr8
PA-0302,DON'T miss this when DITHERING!,Mislav | 1 Bit Studio,YouTube,video,B,full-caption,调色板与明度 | 光照与体积 | 材质与纹理,https://www.youtube.com/watch?v=ZGxcWbnKRWY
PA-0303,Draw Better Backgrounds For Your Games | Pixel Art Aseprite,Kenmi,YouTube,video,B,full-caption,场景与透视 | 调色板与明度 | 工具与导出 | 光照与体积,https://www.youtube.com/watch?v=5_8w45xgcTs
PA-0304,Draw boxes (correctly) to improve your art,pikat,YouTube,video,B,full-caption,场景与透视 | 轮廓与像素簇 | 光照与体积,https://www.youtube.com/watch?v=IjpkMgMkA-I
PA-0305,Draw fewer tiles - by using a Dual-Grid system!,jess::codes,YouTube,video,B,full-caption,图块与地形 | 场景与透视 | 动画,https://www.youtube.com/watch?v=jEWFSv3ivTg
PA-0306,Draw Yourself as a Stardew Valley Villager! - Photoshop Pixel Art Tutorial,Designs,YouTube / Lospec curated,video,A,full-caption,人物与角色 | 调色板与明度 | 轮廓与像素簇 | 光照与体积,https://www.youtube.com/watch?v=pgqds_cIvAo
PA-0307,Drawing a pixel character from *scratch*,AdamCYounis,YouTube,video,B,full-caption,人物与角色 | 调色板与明度 | 光照与体积 | 轮廓与像素簇,https://www.youtube.com/watch?v=l1aJq9F855s
PA-0308,Drawing Basic TILES in PiskelApp (Step by Step Tutorial) #1.,Elliot Greenwood,YouTube,video,B,full-caption,图块与地形 | 调色板与明度 | 工具与导出 | 场景与透视,https://www.youtube.com/watch?v=wKlePXY52ZQ
PA-0309,Duelyst Attack Animation Tutorial,Adam Kling,YouTube / Lospec curated,video,A,full-caption,动画 | 人物与角色 | 场景与透视 | 调色板与明度,https://www.youtube.com/watch?v=iJOUTSy0fQI
PA-0310,Dynamic Lighting For Pixel Art Tutorial - Now You Know Too,Artindi,YouTube,video,B,full-caption,人物与角色 | 调色板与明度 | 光照与体积 | 构图与尺度,https://www.youtube.com/watch?v=vOXrrEvYUVg
PA-0311,Easiest way to create pixel art UI,PixelLab,YouTube,video,B,full-caption,材质与纹理 | 动画 | 调色板与明度 | 场景与透视,https://www.youtube.com/watch?v=OdRIHQ4ar2c
PA-0312,EASY 3D Pixel Art Texture Generator in Blender,SouthernShotty,YouTube,video,B,full-caption,调色板与明度 | 材质与纹理 | 人物与角色 | 构图与尺度,https://www.youtube.com/watch?v=0tIY9Yj6apg
PA-0313,Easy Anti Aliasing Tutorial,Sadface_RL,YouTube,video,B,full-caption,调色板与明度 | 场景与透视 | 工具与导出 | 轮廓与像素簇,https://www.youtube.com/watch?v=AufcHBVO3CQ
PA-0314,Easy Pixel Art Portrait Tutorial,Saultoons,YouTube,video,B,full-caption,人物与角色 | 光照与体积 | 调色板与明度 | 轮廓与像素簇,https://www.youtube.com/watch?v=p62BV31KUUM
PA-0315,Easy Pixel Art Tricks You've NEVER Tried Before (probably) | Pixel Art Tutorial,mz_eth,YouTube,video,B,full-caption,调色板与明度 | 光照与体积 | 工具与导出 | 场景与透视,https://www.youtube.com/watch?v=PGgpgPgwxtI
PA-0316,Easy PIXEL ART Walk Cycle for Beginners,KiwiBee,YouTube,video,B,full-caption,动画 | 轮廓与像素簇 | 人物与角色 | 图块与地形,https://www.youtube.com/watch?v=mnnLVZeKd2E
PA-0317,Easy Pixel Art Walk Cycle Tutorial,Saultoons,YouTube,video,B,full-caption,动画 | 材质与纹理 | 人物与角色 | 光照与体积,https://www.youtube.com/watch?v=7T6yOk5n-zk
PA-0318,Easy Pixel Idle Animation,PXLFLX,YouTube / Lospec curated,video,A,full-caption,动画 | 工具与导出 | 人物与角色 | 调色板与明度,https://www.youtube.com/watch?v=bZ9dHKXSKmM
PA-0319,Easy Tileset Loop Animation in Photoshop,PXLFLX,YouTube / Lospec curated,video,A,full-caption,动画 | 图块与地形 | 场景与透视,https://www.youtube.com/watch?v=7KZqe9lZP3U
PA-0320,Evaluating Contrast And Exposure Values With A Histogram,ArtOfSoulburn,YouTube,video,B,full-caption,调色板与明度 | 轮廓与像素簇 | 人物与角色 | 场景与透视,https://www.youtube.com/watch?v=CunmIghtXeg
PA-0321,Every Pixel Art Game Has This Problem...,Barry's Dev Hell,YouTube,video,B,full-caption,光照与体积 | 抗锯齿与抖动 | 构图与尺度 | 人物与角色,https://www.youtube.com/watch?v=QK9wym71F7s
PA-0322,Everything You Need to Know About ASEPRITE | Pixel Art Fundamentals,Watt,YouTube,video,B,full-caption,调色板与明度 | 工具与导出 | 人物与角色 | 动画,https://www.youtube.com/watch?v=Ep-_nJNHPc4
PA-0323,Everything you need to know about Pixel Art! | Pixel Art Tutorial,Mochibeans,YouTube,video,B,full-caption,光照与体积 | 调色板与明度 | 人物与角色 | 场景与透视,https://www.youtube.com/watch?v=TD5Rp__T668
PA-0324,Export Aseprite to Unity 2D Pixel Art Setup ~ Characters & Tilesets,Chris' Tutorials,YouTube,video,B,full-caption,工具与导出 | 人物与角色 | 场景与透视 | 图块与地形,https://www.youtube.com/watch?v=gLObTgbwazE
PA-0325,Fast Way to Draw & Animate Pixel Art,C.M. de la VEGA,YouTube,video,B,full-caption,工具与导出 | 人物与角色 | 调色板与明度 | 动画,https://www.youtube.com/watch?v=SfuVudv8iIk
PA-0326,Few People Know These Hidden Aseprite Features,JoeCoup,YouTube,video,B,full-caption,调色板与明度 | 光照与体积 | 动画 | 工具与导出,https://www.youtube.com/watch?v=Itw8gg-wpPo
PA-0327,Fire Emblem GBA Portrait Sprite Tutorial - Pixel Art [8 Tips],Astral Dawn Studios,YouTube,video,B,full-caption,人物与角色 | 调色板与明度 | 轮廓与像素簇 | 光照与体积,https://www.youtube.com/watch?v=njpiE5uuE_Y
PA-0328,FREE Pixel Dither Effect | NO PLUGINS | After Effects Tutorial,Sergeant Satoshi,YouTube,video,B,full-caption,抗锯齿与抖动 | 工具与导出 | 构图与尺度,https://www.youtube.com/watch?v=w1Eu_FG_yxE
PA-0329,From Blocks to Masterpieces – The Fundamentals of Isometric Pixel Art,Pixel Principles,YouTube,video,B,full-caption,场景与透视 | 图块与地形 | 光照与体积 | 构图与尺度,https://www.youtube.com/watch?v=nZIrIRWIgis
PA-0330,From Pixel Art to Stencyl Flash Game Tutorial 1,PXLFLX,YouTube / Lospec curated,video,A,full-caption,工具与导出 | 人物与角色 | 动画 | 场景与透视,https://www.youtube.com/watch?v=4KKjr2x0vBw
PA-0331,"Full YouTube Thumbnail Workflow (Photo, Lightroom, Photoshop + A/B Testing)",Jon Jags Nee,YouTube,video,B,full-caption,工具与导出 | 调色板与明度 | 构图与尺度 | 光照与体积,https://www.youtube.com/watch?v=A_ovGEFGKWY
PA-0332,"Gab Does PIXEL ART - Undertale Sprite ""Animation"" Tutorial [Photoshop]",SerenaMidori,YouTube / Lospec curated,video,A,full-caption,动画 | 人物与角色 | 工具与导出 | 抗锯齿与抖动,https://www.youtube.com/watch?v=kc5tdgTAZXU
PA-0333,Gab Does PIXEL ART - Undertale Sprite Tutorial [Paint Tool SAI and MS Paint],SerenaMidori,YouTube / Lospec curated,video,A,full-caption,人物与角色 | 调色板与明度 | 场景与透视 | 轮廓与像素簇,https://www.youtube.com/watch?v=Qg89glYffHs
PA-0334,Game Design School: Character Design,Pixel Pete - Sad Slime Games  ,YouTube,video,B,full-caption,人物与角色 | 调色板与明度,https://www.youtube.com/watch?v=BgniOUnuuGo
PA-0335,Game sprites: What's the right resolution?,GDQuest,YouTube,video,B,full-caption,构图与尺度 | 人物与角色 | 场景与透视 | 工具与导出,https://www.youtube.com/watch?v=rr-qj8rD9z0
PA-0336,GameMaker Basics Part 1 -Walk / Idle Sprite Animation +Top Down 4 Directional,Bastian Entertainment,YouTube,video,B,full-caption,人物与角色 | 动画 | 工具与导出,https://www.youtube.com/watch?v=M4kxcAc2df0
PA-0337,GameMaker Studio 2 - Platform Shooter - P11 - Let's Pixel an Enemy,Heartbeast,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 人物与角色 | 光照与体积 | 轮廓与像素簇,https://www.youtube.com/watch?v=YJigG9EnCIM
PA-0338,Get Better at Pixel Art in 5 Minutes | Everything I learned after 300 hours,Sklimmilks,YouTube,video,B,full-caption,人物与角色 | 光照与体积 | 工具与导出 | 调色板与明度,https://www.youtube.com/watch?v=blzqxG5eoh8
PA-0339,GG basics and texture,Amethyst Liddell,YouTube,video,B,full-caption,调色板与明度 | 材质与纹理 | 光照与体积 | 构图与尺度,https://www.youtube.com/watch?v=pB9ykfImtwI
PA-0340,Give Your Sprites Outlines in Unity Shader Graph,Daniel Ilett,YouTube,video,B,full-caption,轮廓与像素簇 | 调色板与明度 | 材质与纹理 | 人物与角色,https://www.youtube.com/watch?v=84rZ-rCRsZk
PA-0341,Godot Autotile Terrains Tutorial - TopDown And Platformer,Sebbyspoons - Game Dev and Pixel Art,YouTube,video,B,full-caption,图块与地形 | 场景与透视 | 工具与导出 | 调色板与明度,https://www.youtube.com/watch?v=EPE2LbdqK8w
PA-0342,Halftone Dissolve Effect in Photoshop – Beginner Friendly Tutorial,Ty.graphic,YouTube,video,B,full-caption,材质与纹理 | 工具与导出 | 调色板与明度 | 场景与透视,https://www.youtube.com/watch?v=rM8oIevCGHc
PA-0343,Hand drawn is easier than pixel art | HD graphics vs low-bit vs Hi-bit,Nonsensical 2D,YouTube,video,B,full-caption,构图与尺度 | 调色板与明度 | 图块与地形 | 人物与角色,https://www.youtube.com/watch?v=LMmZnCsE6HM
PA-0344,HD Index Painting in Photoshop,Dan Fessler,YouTube / Lospec curated,video,A,full-caption,工具与导出 | 调色板与明度 | 抗锯齿与抖动 | 构图与尺度,https://www.youtube.com/watch?v=7Q36EyvaYG8
PA-0345,HD Index Painting With Krita,GDQuest,YouTube,video,B,full-caption,工具与导出 | 调色板与明度 | 构图与尺度 | 材质与纹理,https://www.youtube.com/watch?v=PU7_FVQpTSE
PA-0346,"HDR Color Analyzer (RGB, CIE values & nit values for selected pixels) | HDRmaster Tutorial",FF Pictures,YouTube,video,B,full-caption,调色板与明度 | 场景与透视 | 光照与体积 | 工具与导出,https://www.youtube.com/watch?v=aVKqRyz9uuE
PA-0347,Health Bar Design | Pixel Art Tutorial,Brandon James Greer,YouTube,video,B,full-caption,图块与地形 | 调色板与明度 | 材质与纹理 | 轮廓与像素簇,https://www.youtube.com/watch?v=TAiQdIexu5w
PA-0348,HJCS Art Online: Concept Art (part 1)- Costume & Clothing,HenryJohnsonCS,YouTube,video,B,full-caption,人物与角色 | 调色板与明度 | 轮廓与像素簇 | 材质与纹理,https://www.youtube.com/watch?v=Dp6GNy2bkdg
PA-0349,How create Pixel Art For Games - Tutorial - 8Bit Graphic Design,Sparckman,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 场景与透视 | 材质与纹理 | 工具与导出,https://www.youtube.com/watch?v=5cL3oP6RdTs
PA-0350,"How do you Shade Metal, Wood, and Transparent Materials |  Beginner Pixel Art Tutorial",Hanapix ,YouTube,video,B,full-caption,材质与纹理 | 光照与体积 | 调色板与明度 | 轮廓与像素簇,https://www.youtube.com/watch?v=qyHSuxq42kY
PA-0351,How I Animated Hair (pixel art character design),Robinson Pixels,YouTube,video,B,full-caption,人物与角色 | 动画 | 工具与导出 | 调色板与明度,https://www.youtube.com/watch?v=M-5K0vJW5s0
PA-0352,How I Deal With Colors (Pixel Art),Nootall,YouTube,video,B,full-caption,调色板与明度 | 人物与角色 | 光照与体积,https://www.youtube.com/watch?v=-6TO0jjgK_k
PA-0353,How I Design Unique Characters Step by Step!,Penusbmic,YouTube,video,B,full-caption,调色板与明度 | 工具与导出 | 轮廓与像素簇 | 光照与体积,https://www.youtube.com/watch?v=zRGV_9GRBTc
PA-0354,How I Developed A Powerful Dithering System for Amazing Pixel Art,techfoundry,YouTube,video,B,full-caption,调色板与明度 | 抗锯齿与抖动 | 场景与透视 | 光照与体积,https://www.youtube.com/watch?v=BmAFQBPr_3E
PA-0355,HOW I DRAW CLOTHES + PAINTING GUIDE,NIRO,YouTube,video,B,full-caption,光照与体积 | 人物与角色 | 工具与导出 | 调色板与明度,https://www.youtube.com/watch?v=ZCfvcxlsIdE
PA-0356,How I learned Pixel Art in 30 days (You can too!) - One hour a day of pixel art challenge!,Will Hess,YouTube,video,B,full-caption,人物与角色 | 动画 | 调色板与明度 | 轮廓与像素簇,https://www.youtube.com/watch?v=j3FsRV--1GE
PA-0357,How I learned to draw hands in a week,pikat,YouTube,video,B,full-caption,光照与体积 | 人物与角色 | 轮廓与像素簇 | 构图与尺度,https://www.youtube.com/watch?v=KJplQ6jDQC0
PA-0358,How I Made 1 Beach in 3 Ways in『Aseprite』,CheesyPaninie Art,YouTube,video,B,full-caption,场景与透视 | 调色板与明度 | 光照与体积 | 材质与纹理,https://www.youtube.com/watch?v=lFUdpBLKecA
PA-0359,How I made grass better than 99% of games | Stylized grass 3D pixel art,Dylearn,YouTube,video,B,full-caption,场景与透视 | 调色板与明度 | 人物与角色 | 动画,https://www.youtube.com/watch?v=OxsuWDtjuGw
PA-0360,How I Made My Pixel Art Grass Tiles [Full Walkthrough],PixelKnight,YouTube,video,B,full-caption,图块与地形 | 场景与透视 | 工具与导出 | 调色板与明度,https://www.youtube.com/watch?v=pGjI9j1X_C4
PA-0361,How I Made Palette Pixel Shader From Scratch in Godot,DeveloperEzra,YouTube,video,B,full-caption,调色板与明度 | 人物与角色 | 材质与纹理 | 场景与透视,https://www.youtube.com/watch?v=iDJedqLy_Pw
PA-0362,How I Made PBR Pixel Art Textures with Blender,Floatharr,YouTube,video,B,full-caption,材质与纹理 | 调色板与明度 | 光照与体积 | 场景与透视,https://www.youtube.com/watch?v=SrgTb-333YA
PA-0363,How I Made Pixel Art in Illustrator So Easy!,P A N T E R,YouTube,video,B,full-caption,调色板与明度 | 光照与体积,https://www.youtube.com/watch?v=GFYPGrBK_e8
PA-0364,How I Make Cute Pixel Art & GIF Animations! (Easy Beginner Tutorial),AcidicDoll,YouTube,video,B,full-caption,动画 | 人物与角色 | 构图与尺度 | 工具与导出,https://www.youtube.com/watch?v=1Oi-URZQv08
PA-0365,How I Make My Thumbnails in 5 Minutes | Canva Tutorial,Rob the Maritimer,YouTube,video,B,full-caption,构图与尺度 | 场景与透视 | 光照与体积 | 调色板与明度,https://www.youtube.com/watch?v=V7Ki4rWMWLk
PA-0366,How I Make Pixel Art! Step-by-Step (ft. Tyson Hesse Sonic),SauceK,YouTube,video,B,full-caption,轮廓与像素簇 | 人物与角色 | 调色板与明度 | 光照与体积,https://www.youtube.com/watch?v=izSm7vzOkJ4
PA-0367,How I pick colours for my pixel art - My colour palettes over the years (2017 - Now),Pixel Clip,YouTube,video,B,full-caption,调色板与明度 | 人物与角色 | 光照与体积 | 场景与透视,https://www.youtube.com/watch?v=PFO-hwdxkxQ
PA-0368,How I Simplify Anatomy: Art Tips,Ullaiin,YouTube,video,B,full-caption,人物与角色 | 光照与体积 | 场景与透视 | 调色板与明度,https://www.youtube.com/watch?v=VvRENOVbUdM
PA-0369,How Many Frames Should My Animation Have?,Nootall,YouTube,video,B,full-caption,动画 | 光照与体积 | 人物与角色,https://www.youtube.com/watch?v=nRg_FPJ4r1Q
PA-0370,"How to ""Proofread"" Your Pixel Art (5 Review Tips!)",Brandon James Greer,YouTube,video,B,full-caption,调色板与明度 | 工具与导出 | 人物与角色 | 构图与尺度,https://www.youtube.com/watch?v=lHGDz_sz-gk
PA-0371,How to achieve a pixel art neon/glow effect in Aseprite,War,YouTube,video,B,full-caption,工具与导出 | 调色板与明度 | 动画 | 构图与尺度,https://www.youtube.com/watch?v=WG4ey-rLMZE
PA-0372,How To Animate Pixel Art | Tutorial,TipTut,YouTube / Lospec curated,video,A,full-caption,动画 | 工具与导出 | 人物与角色 | 抗锯齿与抖动,https://www.youtube.com/watch?v=VVV6u2d49hs
PA-0373,How to Animate Pixels! - Animation Basics,Designs,YouTube / Lospec curated,video,A,full-caption,动画 | 人物与角色 | 工具与导出 | 轮廓与像素簇,https://www.youtube.com/watch?v=5cxBn_NZ-7E
PA-0374,How to Build 100 Game-Ready Characters Without Drawing,Code Laboratory,YouTube,video,B,full-caption,人物与角色 | 工具与导出 | 调色板与明度 | 光照与体积,https://www.youtube.com/watch?v=sxVuAzI0mLk
PA-0375,How to Choose Pixel Art Resolutions,TutsByKai,YouTube,video,B,full-caption,调色板与明度 | 光照与体积 | 构图与尺度 | 轮廓与像素簇,https://www.youtube.com/watch?v=rjZCD3ad3jE
PA-0376,How to Create a Character Sprite Sheet,Designs,YouTube / Lospec curated,video,A,full-caption,人物与角色 | 动画 | 工具与导出 | 轮廓与像素簇,https://www.youtube.com/watch?v=kFhnYYdhIo4
PA-0377,How to Create a WALKING Animation for a 2D Pixel Character in 2026 (Aseprite Tutorial),TotallyNotBoots,YouTube,video,B,full-caption,动画 | 人物与角色 | 工具与导出,https://www.youtube.com/watch?v=LNOr38gFeO0
PA-0378,How to Create Pixel Art and Animations with Piskel Tutorial 5 - Basic Animation,TodaysTuts,YouTube,video,B,full-caption,动画 | 人物与角色 | 工具与导出,https://www.youtube.com/watch?v=D__KfZriruA
PA-0379,How to create Pixel Art Farm Tiles | A step-by-step tutorial,Hanapix ,YouTube,video,B,full-caption,光照与体积 | 调色板与明度 | 轮廓与像素簇 | 人物与角色,https://www.youtube.com/watch?v=qLDve0jbvbo
PA-0380,How to Create Pixel Art in Photoshop: The Essential Guide,Brookes Eggleston - Character Design Forge,YouTube / Lospec curated,video,A,full-caption,动画 | 人物与角色 | 工具与导出 | 调色板与明度,https://www.youtube.com/watch?v=gEqbQ6HL0dc
PA-0381,How to do Pixel Art: Animating (3),Fabraz,YouTube / Lospec curated,video,A,full-caption,动画 | 工具与导出 | 人物与角色 | 场景与透视,https://www.youtube.com/watch?v=ZaNoHVAvE6E
PA-0382,How to do Pixel Art: Basics (1),Fabraz,YouTube / Lospec curated,video,A,full-caption,光照与体积 | 工具与导出 | 调色板与明度 | 抗锯齿与抖动,https://www.youtube.com/watch?v=CXOmEjeQhoI
